cve_id,product_name,cvss_base_score,cisa_kev,first_epss
CVE-2025-8390,Enterprise Router OS,5.8,False,0.0437
CVE-2024-5499,Web Application Firewall,4.7,True,0.47905
CVE-2023-2540,Enterprise Router OS,6.8,False,0.01521
CVE-2023-9945,Enterprise Router OS,4.3,False,0.03356
CVE-2023-8806,Embedded IoT Gateway,7.5,False,0.02631
CVE-2026-5849,Core Banking Framework,7.6,False,0.91855
CVE-2025-2016,Enterprise Router OS,4.4,False,0.77223
CVE-2024-5413,Web Application Firewall,8.6,False,0.02245
CVE-2023-6988,Core Banking Framework,7.8,False,0.01225
CVE-2024-4152,Embedded IoT Gateway,6.3,False,0.04755
CVE-2024-8343,Identity Provider SaaS,8.5,False,0.00401
CVE-2024-9319,Cloud Database Engine,6.2,False,0.39522
CVE-2025-4510,Core Banking Framework,6.9,False,0.01439
CVE-2024-6249,Core Banking Framework,6.6,False,0.0027
CVE-2022-3967,Enterprise Router OS,8.9,False,0.02681
CVE-2023-3869,Web Application Firewall,5.0,False,0.04417
CVE-2022-7616,Embedded IoT Gateway,8.0,False,0.04772
CVE-2025-7949,Enterprise Router OS,7.8,True,0.47517
CVE-2026-3738,Enterprise Router OS,7.6,False,0.56101
CVE-2023-3869,Embedded IoT Gateway,6.2,False,0.03768
CVE-2024-9808,Embedded IoT Gateway,4.5,False,0.03359
CVE-2025-9680,Cloud Database Engine,6.2,False,0.73255
CVE-2022-8400,Enterprise Router OS,7.7,False,0.00647
CVE-2024-6191,Core Banking Framework,4.4,False,0.30796
CVE-2025-9702,Identity Provider SaaS,6.7,False,0.04555
CVE-2026-8208,Identity Provider SaaS,7.5,False,0.03543
CVE-2022-5780,Cloud Database Engine,5.0,False,0.90527
CVE-2022-8404,Embedded IoT Gateway,6.0,False,0.00083
CVE-2022-3961,Identity Provider SaaS,5.9,False,0.01855
CVE-2025-5548,Embedded IoT Gateway,7.4,False,0.04862
CVE-2025-7668,Identity Provider SaaS,4.8,False,0.04632
CVE-2024-2122,Identity Provider SaaS,4.1,False,0.01482
CVE-2025-5199,Core Banking Framework,6.2,False,0.02248
CVE-2024-9905,Embedded IoT Gateway,7.3,False,0.008
CVE-2022-7616,Web Application Firewall,7.2,False,0.02731
CVE-2026-3062,Cloud Database Engine,5.6,False,0.53286
CVE-2026-6393,Embedded IoT Gateway,9.0,False,0.02936
CVE-2022-1098,Identity Provider SaaS,4.9,False,0.03923
CVE-2022-5282,Embedded IoT Gateway,5.8,False,0.02334
CVE-2025-7949,Embedded IoT Gateway,9.1,False,0.00705
CVE-2026-2707,Core Banking Framework,7.6,False,0.00238
CVE-2022-3027,Cloud Database Engine,9.7,False,0.04906
CVE-2022-3143,Embedded IoT Gateway,9.2,False,0.01465
CVE-2024-6732,Identity Provider SaaS,7.1,False,0.04335
CVE-2023-2066,Cloud Database Engine,6.7,False,0.04043
CVE-2026-6801,Enterprise Router OS,4.4,True,0.73533
CVE-2024-9808,Identity Provider SaaS,5.9,False,0.96064
CVE-2022-2931,Cloud Database Engine,6.9,False,0.03478
CVE-2023-4719,Web Application Firewall,7.9,False,0.03679
CVE-2026-5910,Enterprise Router OS,8.8,False,0.04974
CVE-2025-4073,Identity Provider SaaS,8.4,False,0.00757
CVE-2023-1512,Enterprise Router OS,8.3,False,0.00171
CVE-2022-6463,Core Banking Framework,4.6,False,0.00609
CVE-2024-8343,Cloud Database Engine,5.5,False,0.78287
CVE-2025-2693,Embedded IoT Gateway,9.2,False,0.00804
CVE-2023-8806,Core Banking Framework,4.2,False,0.0381
CVE-2023-4843,Enterprise Router OS,8.3,False,0.04116
CVE-2026-3731,Web Application Firewall,7.4,False,0.03617
CVE-2025-2353,Enterprise Router OS,4.4,False,0.46784
CVE-2023-8455,Embedded IoT Gateway,4.6,False,0.04221
CVE-2026-1659,Cloud Database Engine,9.4,False,0.01918
CVE-2025-9002,Cloud Database Engine,4.8,False,0.00955
CVE-2023-8513,Embedded IoT Gateway,4.8,False,0.01381
CVE-2024-1851,Embedded IoT Gateway,10.0,False,0.01956
CVE-2025-6625,Identity Provider SaaS,8.4,False,0.03782
CVE-2026-6745,Core Banking Framework,4.3,False,0.01375
CVE-2026-3731,Cloud Database Engine,4.1,False,0.00146
CVE-2026-5893,Identity Provider SaaS,7.0,False,0.02996
CVE-2023-8513,Core Banking Framework,6.8,False,0.03404
CVE-2024-3255,Embedded IoT Gateway,5.6,False,0.88285
CVE-2024-7966,Cloud Database Engine,8.6,False,0.4806
CVE-2026-1417,Core Banking Framework,6.1,False,0.03227
CVE-2023-7396,Identity Provider SaaS,8.0,False,0.03394
CVE-2023-8721,Embedded IoT Gateway,9.4,False,0.03036
CVE-2023-3849,Embedded IoT Gateway,6.8,True,0.9513
CVE-2023-7619,Enterprise Router OS,5.2,False,0.04486
CVE-2026-8041,Cloud Database Engine,5.9,False,0.0266
CVE-2024-4157,Embedded IoT Gateway,7.9,False,0.0172
CVE-2024-6578,Embedded IoT Gateway,7.8,False,0.9514
CVE-2023-7303,Web Application Firewall,7.3,False,0.41271
CVE-2025-4510,Embedded IoT Gateway,9.4,False,0.97659
CVE-2025-6588,Identity Provider SaaS,9.9,False,0.02213
CVE-2024-4556,Web Application Firewall,7.7,False,0.03973
CVE-2025-1717,Core Banking Framework,9.1,False,0.01199
CVE-2024-1225,Core Banking Framework,4.1,False,0.01182
CVE-2024-4769,Core Banking Framework,5.3,False,0.03658
CVE-2026-2707,Web Application Firewall,6.6,True,0.62701
CVE-2024-8683,Core Banking Framework,4.7,False,0.04602
CVE-2026-6801,Identity Provider SaaS,9.7,False,0.03948
CVE-2025-5548,Core Banking Framework,7.4,False,0.0124
CVE-2024-5488,Cloud Database Engine,9.5,False,0.01143
CVE-2025-9680,Core Banking Framework,4.2,False,0.01448
CVE-2022-6029,Identity Provider SaaS,5.7,False,0.04735
CVE-2025-9571,Core Banking Framework,6.5,False,0.02513
CVE-2022-2931,Embedded IoT Gateway,8.2,False,0.008
CVE-2026-5893,Web Application Firewall,4.1,False,0.00307
CVE-2025-4073,Web Application Firewall,8.9,False,0.00671
CVE-2024-6618,Web Application Firewall,6.4,False,0.02735
CVE-2022-2062,Enterprise Router OS,5.6,False,0.0184
CVE-2022-1391,Embedded IoT Gateway,7.8,False,0.03915
CVE-2022-7585,Cloud Database Engine,8.8,False,0.01711
CVE-2024-5171,Identity Provider SaaS,4.7,False,0.02205
CVE-2023-8805,Enterprise Router OS,5.9,False,0.01967
CVE-2026-1064,Embedded IoT Gateway,4.7,False,0.04224
CVE-2025-1717,Embedded IoT Gateway,7.4,False,0.02695
CVE-2025-3368,Identity Provider SaaS,6.6,False,0.00637
CVE-2022-9787,Web Application Firewall,7.3,False,0.8884
CVE-2026-1606,Embedded IoT Gateway,7.8,False,0.02533
CVE-2023-7303,Embedded IoT Gateway,8.0,True,0.67322
CVE-2022-3961,Core Banking Framework,5.8,False,0.01704
CVE-2026-8385,Embedded IoT Gateway,6.4,True,0.83296
CVE-2023-7184,Enterprise Router OS,8.1,False,0.55427
CVE-2025-7190,Core Banking Framework,8.7,False,0.83108
CVE-2024-1956,Web Application Firewall,7.6,False,0.04709
CVE-2026-8385,Cloud Database Engine,6.7,False,0.67249
CVE-2025-7002,Core Banking Framework,5.1,False,0.02623
CVE-2025-6450,Identity Provider SaaS,7.6,False,0.03172
CVE-2024-1504,Cloud Database Engine,8.1,False,0.00902
CVE-2026-8164,Embedded IoT Gateway,5.8,False,0.03137
CVE-2022-4376,Web Application Firewall,9.8,False,0.03548
CVE-2022-1391,Web Application Firewall,5.9,False,0.04337
CVE-2026-2678,Identity Provider SaaS,4.6,False,0.03696
CVE-2023-4627,Enterprise Router OS,4.1,False,0.02279
CVE-2026-5893,Embedded IoT Gateway,8.4,False,0.01113
CVE-2023-3869,Enterprise Router OS,6.6,False,0.03631
CVE-2025-3368,Enterprise Router OS,8.9,True,0.91983
CVE-2026-7019,Enterprise Router OS,5.3,False,0.0036
CVE-2026-5893,Cloud Database Engine,8.8,False,0.02744
CVE-2022-5777,Identity Provider SaaS,7.7,False,0.02631
CVE-2024-5488,Identity Provider SaaS,7.8,False,0.02698
CVE-2024-6177,Enterprise Router OS,5.2,False,0.02374
CVE-2022-2648,Enterprise Router OS,9.5,False,0.03943
CVE-2025-3693,Enterprise Router OS,5.9,False,0.02701
CVE-2025-4709,Core Banking Framework,6.1,False,0.01574
CVE-2026-7873,Core Banking Framework,6.0,False,0.04709
CVE-2023-1197,Enterprise Router OS,4.6,False,0.02541
CVE-2022-1190,Enterprise Router OS,9.2,False,0.04301
CVE-2022-5000,Enterprise Router OS,5.0,False,0.03485
CVE-2025-7287,Core Banking Framework,5.0,True,0.78874
CVE-2025-6073,Cloud Database Engine,9.3,False,0.02932
CVE-2024-8343,Enterprise Router OS,5.3,False,0.01256
CVE-2023-3869,Identity Provider SaaS,6.0,False,0.04932
CVE-2024-1225,Enterprise Router OS,6.6,False,0.03526
CVE-2022-1391,Enterprise Router OS,7.0,False,0.04903
CVE-2022-8404,Enterprise Router OS,7.7,False,0.0207
CVE-2025-2585,Core Banking Framework,5.3,False,0.0367
CVE-2022-2306,Enterprise Router OS,6.8,False,0.00681
CVE-2022-1391,Cloud Database Engine,4.4,False,0.02732
CVE-2024-3703,Embedded IoT Gateway,7.3,False,0.02591
CVE-2024-9838,Core Banking Framework,7.4,False,0.01785
CVE-2025-9571,Identity Provider SaaS,8.2,False,0.00274
CVE-2023-5736,Identity Provider SaaS,6.3,False,0.01898
CVE-2024-2409,Embedded IoT Gateway,4.6,False,0.69509
CVE-2022-3141,Cloud Database Engine,7.3,False,0.03403
CVE-2022-5611,Identity Provider SaaS,8.0,False,0.00891
CVE-2025-4709,Cloud Database Engine,9.3,False,0.00825
CVE-2025-6919,Core Banking Framework,8.3,False,0.01603
CVE-2023-7905,Enterprise Router OS,7.5,False,0.02281
